Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code,Loan_Purpose,Policy_Code_Group,Year,Quarter,Risk_Score_Bin
6000.0,2017-03-22,Credit card refinancing,713.0,17.16,113xx,NY,10,0.0,Credit Card,Standard Decline,2017,1,700-800
15000.0,2017-03-22,Credit card refinancing,720.0,24.88,142xx,NY,8,0.0,Credit Card,Standard Decline,2017,1,700-800
30000.0,2017-03-22,Credit card refinancing,683.0,16.79,282xx,NC,5,0.0,Credit Card,Standard Decline,2017,1,600-700
30000.0,2017-03-23,Debt consolidation,708.0,12.34,989xx,WA,7,0.0,Debt Consolidation,Standard Decline,2017,1,700-800
15000.0,2017-03-23,Debt consolidation,754.0,18.53,601xx,IL,8,0.0,Debt Consolidation,Standard Decline,2017,1,700-800
5000.0,2017-03-23,Home improvement,724.0,18.48,309xx,GA,2,0.0,Home Improvement,Standard Decline,2017,1,700-800
30000.0,2017-03-23,Business,704.0,16.1,939xx,CA,10,0.0,business,Standard Decline,2017,1,700-800
25000.0,2017-03-23,Debt consolidation,722.0,27.54,785xx,TX,4,0.0,Debt Consolidation,Standard Decline,2017,1,700-800
7000.0,2017-03-23,Debt consolidation,751.0,13.53,033xx,NH,10,0.0,Debt Consolidation,Standard Decline,2017,1,700-800
20000.0,2017-03-23,Debt consolidation,703.0,5.06,113xx,NY,5,0.0,Debt Consolidation,Standard Decline,2017,1,700-800
8000.0,2017-03-23,Debt consolidation,734.0,18.22,719xx,AR,2,0.0,Debt Consolidation,Standard Decline,2017,1,700-800
30000.0,2017-03-24,Debt consolidation,714.0,29.9,068xx,CT,10,0.0,Debt Consolidation,Standard Decline,2017,1,700-800
30000.0,2017-03-24,Credit card refinancing,740.0,2.16,630xx,MO,3,0.0,Credit Card,Standard Decline,2017,1,700-800
11000.0,2017-03-25,house,703.0,0.0,193xx,PA,5,0.0,house,Standard Decline,2017,1,700-800
7000.0,2017-03-25,Debt consolidation,701.0,10.8,454xx,OH,7,0.0,Debt Consolidation,Standard Decline,2017,1,700-800
4000.0,2017-03-25,Debt consolidation,709.0,21.51,492xx,MI,3,0.0,Debt Consolidation,Standard Decline,2017,1,700-800
5500.0,2017-03-25,car,717.0,0.0,442xx,OH,5,0.0,car,Standard Decline,2017,1,700-800
30000.0,2017-03-25,Medical expenses,704.0,9.08,160xx,PA,10,0.0,Medical,Standard Decline,2017,1,700-800
20000.0,2017-03-25,Business,686.0,29.25,176xx,PA,2,0.0,business,Standard Decline,2017,1,600-700
3500.0,2017-03-26,other,729.0,3.8,891xx,NV,5,0.0,Other,Standard Decline,2017,1,700-800
20000.0,2017-03-26,Credit card refinancing,682.0,14.8,785xx,TX,3,0.0,Credit Card,Standard Decline,2017,1,600-700
10000.0,2017-03-26,Credit card refinancing,746.0,26.0,041xx,ME,10,0.0,Credit Card,Standard Decline,2017,1,700-800
3000.0,2017-03-27,credit_card,704.0,1.94,327xx,FL,5,0.0,Credit Card,Standard Decline,2017,1,700-800
15000.0,2017-03-27,Credit card refinancing,693.0,13.58,530xx,WI,10,0.0,Credit Card,Standard Decline,2017,1,600-700
17000.0,2017-03-27,Debt consolidation,701.0,20.33,466xx,IN,10,0.0,Debt Consolidation,Standard Decline,2017,1,700-800
12000.0,2017-03-27,car,697.0,0.0,850xx,AZ,5,0.0,car,Standard Decline,2017,1,600-700
30000.0,2017-03-28,Business,698.0,4.05,111xx,NY,10,0.0,business,Standard Decline,2017,1,600-700
4000.0,2017-03-28,Debt consolidation,766.0,4.27,041xx,ME,2,0.0,Debt Consolidation,Standard Decline,2017,1,700-800
10000.0,2017-03-28,Debt consolidation,680.0,9.23,786xx,TX,10,0.0,Debt Consolidation,Standard Decline,2017,1,600-700
10000.0,2017-03-28,Vacation,707.0,10.57,148xx,NY,10,0.0,vacation,Standard Decline,2017,1,700-800
8000.0,2017-03-28,Debt consolidation,697.0,22.35,378xx,TN,2,0.0,Debt Consolidation,Standard Decline,2017,1,600-700
6000.0,2017-03-28,Credit card refinancing,722.0,9.81,064xx,CT,10,0.0,Credit Card,Standard Decline,2017,1,700-800
8000.0,2017-03-28,Debt consolidation,718.0,8.05,022xx,MA,10,0.0,Debt Consolidation,Standard Decline,2017,1,700-800
6000.0,2017-03-28,Debt consolidation,689.0,29.83,954xx,CA,10,0.0,Debt Consolidation,Standard Decline,2017,1,600-700
35000.0,2017-03-28,Home improvement,716.0,2.92,113xx,NY,2,0.0,Home Improvement,Standard Decline,2017,1,700-800
16000.0,2017-03-28,Credit card refinancing,680.0,10.28,597xx,MT,10,0.0,Credit Card,Standard Decline,2017,1,600-700
6500.0,2017-03-28,Credit card refinancing,781.0,9.14,853xx,AZ,5,0.0,Credit Card,Standard Decline,2017,1,700-800
30000.0,2017-03-28,Debt consolidation,715.0,7.81,060xx,CT,2,0.0,Debt Consolidation,Standard Decline,2017,1,700-800
5500.0,2017-03-28,Home improvement,777.0,6.08,224xx,VA,8,0.0,Home Improvement,Standard Decline,2017,1,700-800
5000.0,2017-03-28,debt_consolidation,729.0,5.6,377xx,TN,5,0.0,Debt Consolidation,Standard Decline,2017,1,700-800
15000.0,2017-03-29,Credit card refinancing,720.0,15.23,327xx,FL,5,0.0,Credit Card,Standard Decline,2017,1,700-800
15000.0,2017-03-29,Debt consolidation,683.0,8.48,015xx,MA,10,0.0,Debt Consolidation,Standard Decline,2017,1,600-700
1500.0,2017-03-29,Debt consolidation,693.0,23.1,210xx,MD,6,0.0,Debt Consolidation,Standard Decline,2017,1,600-700
30000.0,2017-03-29,Credit card refinancing,782.0,8.79,078xx,NJ,10,0.0,Credit Card,Standard Decline,2017,1,700-800
33000.0,2017-03-29,Debt consolidation,713.0,10.43,606xx,IL,5,0.0,Debt Consolidation,Standard Decline,2017,1,700-800
4000.0,2017-03-29,Credit card refinancing,683.0,28.14,272xx,NC,2,0.0,Credit Card,Standard Decline,2017,1,600-700
20000.0,2017-03-29,Debt consolidation,733.0,23.52,209xx,MD,5,0.0,Debt Consolidation,Standard Decline,2017,1,700-800
10000.0,2017-03-29,Debt consolidation,722.0,20.53,945xx,CA,9,0.0,Debt Consolidation,Standard Decline,2017,1,700-800
20000.0,2017-03-29,Home improvement,753.0,17.57,853xx,AZ,10,0.0,Home Improvement,Standard Decline,2017,1,700-800
10000.0,2017-03-29,Debt consolidation,699.0,18.6,448xx,OH,3,0.0,Debt Consolidation,Standard Decline,2017,1,600-700
22000.0,2017-03-30,Debt consolidation,739.0,10.54,970xx,OR,2,0.0,Debt Consolidation,Standard Decline,2017,1,700-800
25000.0,2017-03-30,Debt consolidation,722.0,7.46,100xx,NY,5,0.0,Debt Consolidation,Standard Decline,2017,1,700-800
7500.0,2017-03-30,Debt consolidation,731.0,13.47,837xx,ID,10,0.0,Debt Consolidation,Standard Decline,2017,1,700-800
35000.0,2017-03-31,Debt consolidation,729.0,22.78,565xx,MN,10,0.0,Debt Consolidation,Standard Decline,2017,1,700-800
5000.0,2017-03-31,Debt consolidation,704.0,24.26,325xx,FL,4,0.0,Debt Consolidation,Standard Decline,2017,1,700-800
25000.0,2017-03-31,Debt consolidation,719.0,14.72,130xx,NY,4,0.0,Debt Consolidation,Standard Decline,2017,1,700-800
1500.0,2018-07-11,Other,745.0,2.4,604xx,IL,6,0.0,Other,Standard Decline,2018,3,700-800
20000.0,2018-07-16,Credit card refinancing,705.0,18.34,900xx,CA,2,0.0,Credit Card,Standard Decline,2018,3,700-800
16000.0,2018-07-17,Debt consolidation,694.0,24.44,264xx,WV,10,0.0,Debt Consolidation,Standard Decline,2018,3,600-700
35000.0,2018-07-19,Debt consolidation,822.0,25.11,275xx,NC,10,0.0,Debt Consolidation,Standard Decline,2018,3,>800
15500.0,2018-07-19,Debt consolidation,699.0,18.14,125xx,NY,4,0.0,Debt Consolidation,Standard Decline,2018,3,600-700
32000.0,2018-07-23,Debt consolidation,737.0,19.36,452xx,OH,10,0.0,Debt Consolidation,Standard Decline,2018,3,700-800
35000.0,2018-07-23,Debt consolidation,764.0,21.2,107xx,NY,10,0.0,Debt Consolidation,Standard Decline,2018,3,700-800
15000.0,2018-07-24,Credit card refinancing,683.0,21.89,900xx,CA,10,0.0,Credit Card,Standard Decline,2018,3,600-700
2500.0,2018-07-25,Other,755.0,0.0,100xx,NY,5,0.0,Other,Standard Decline,2018,3,700-800
35000.0,2018-07-25,Credit card refinancing,776.0,14.49,980xx,WA,9,0.0,Credit Card,Standard Decline,2018,3,700-800
28000.0,2018-07-26,Home improvement,707.0,26.84,923xx,CA,5,0.0,Home Improvement,Standard Decline,2018,3,700-800
7000.0,2018-07-26,Debt consolidation,704.0,25.9,781xx,TX,10,0.0,Debt Consolidation,Standard Decline,2018,3,700-800
15000.0,2018-07-31,Car financing,683.0,0.0,631xx,MO,8,0.0,Car Financing,Standard Decline,2018,3,600-700
35000.0,2018-07-31,Debt consolidation,698.0,27.0,600xx,IL,10,0.0,Debt Consolidation,Standard Decline,2018,3,600-700
35000.0,2018-08-02,Debt consolidation,708.0,0.0,026xx,MA,5,0.0,Debt Consolidation,Standard Decline,2018,3,700-800
5000.0,2018-08-03,Home buying,705.0,0.0,470xx,IN,8,0.0,home buying,Standard Decline,2018,3,700-800
10000.0,2018-08-03,Debt consolidation,690.0,5.3,201xx,VA,5,0.0,Debt Consolidation,Standard Decline,2018,3,600-700
25000.0,2018-08-04,Debt consolidation,685.0,14.99,044xx,ME,2,0.0,Debt Consolidation,Standard Decline,2018,3,600-700
6000.0,2018-08-09,Moving and relocation,680.0,0.0,620xx,IL,2,0.0,moving and relocation,Standard Decline,2018,3,600-700
2000.0,2018-08-18,Other,820.0,0.0,720xx,TX,6,0.0,Other,Standard Decline,2018,3,>800
35000.0,2018-08-21,Debt consolidation,691.0,6.82,337xx,FL,10,0.0,Debt Consolidation,Standard Decline,2018,3,600-700
20000.0,2018-08-28,Debt consolidation,715.0,22.98,672xx,KS,10,0.0,Debt Consolidation,Standard Decline,2018,3,700-800
4000.0,2018-09-02,Other,716.0,1.79,926xx,CA,3,0.0,Other,Standard Decline,2018,3,700-800
16000.0,2018-09-04,Major purchase,701.0,21.76,847xx,UT,5,0.0,major purchase,Standard Decline,2018,3,700-800
22000.0,2018-09-05,Debt consolidation,686.0,18.35,980xx,WA,2,0.0,Debt Consolidation,Standard Decline,2018,3,600-700
35000.0,2018-09-07,Business,686.0,14.55,010xx,MA,10,0.0,business,Standard Decline,2018,3,600-700
10000.0,2018-09-10,Debt consolidation,680.0,13.86,770xx,TX,10,0.0,Debt Consolidation,Standard Decline,2018,3,600-700
9000.0,2018-09-12,Home buying,825.0,0.48,923xx,CA,8,0.0,home buying,Standard Decline,2018,3,>800
20000.0,2018-09-17,Debt consolidation,682.0,21.77,331xx,FL,6,0.0,Debt Consolidation,Standard Decline,2018,3,600-700
29000.0,2018-09-17,Other,680.0,12.05,287xx,NC,3,0.0,Other,Standard Decline,2018,3,600-700
1200.0,2018-09-20,Other,686.0,0.0,456xx,OH,8,0.0,Other,Standard Decline,2018,3,600-700
1000.0,2018-09-24,Business,695.0,0.9,850xx,AZ,3,0.0,business,Standard Decline,2018,3,600-700
25000.0,2018-09-28,Debt consolidation,685.0,19.84,801xx,CO,9,0.0,Debt Consolidation,Standard Decline,2018,3,600-700
15000.0,2013-01-01,debt consolidation,717.0,13.31,126xx,NY,10,0.0,Debt Consolidation,Standard Decline,2013,1,700-800
1400.0,2013-01-01,Moving Deposit,728.0,2.22,341xx,FL,2,0.0,moving deposit,Standard Decline,2013,1,700-800
10000.0,2013-01-01,Credit card refinancing,688.0,21.21,809xx,CO,10,0.0,Credit Card,Standard Decline,2013,1,600-700
34000.0,2013-01-02,car,692.0,6.01,068xx,CT,5,0.0,car,Standard Decline,2013,1,600-700
20000.0,2013-01-02,Credit card refinancing,748.0,7.62,752xx,TX,10,0.0,Credit Card,Standard Decline,2013,1,700-800
20000.0,2013-01-03,Debt consolidation,684.0,18.02,100xx,NY,10,0.0,Debt Consolidation,Standard Decline,2013,1,600-700
24000.0,2013-01-03,refinance,684.0,23.59,283xx,NC,10,0.0,refinance,Standard Decline,2013,1,600-700
30000.0,2013-01-03,Business,826.0,6.33,112xx,NY,10,0.0,business,Standard Decline,2013,1,>800
30000.0,2013-01-03,New beginings,695.0,25.09,190xx,PA,6,0.0,new beginings,Standard Decline,2013,1,600-700
30000.0,2013-01-03,Debt consolidation,685.0,1.43,286xx,NC,10,0.0,Debt Consolidation,Standard Decline,2013,1,600-700
20000.0,2013-01-03,bigger home,702.0,29.13,932xx,CA,8,0.0,bigger home,Standard Decline,2013,1,700-800
35000.0,2013-01-03,Debt consolidation,795.0,16.51,301xx,GA,7,0.0,Debt Consolidation,Standard Decline,2013,1,700-800
10000.0,2013-01-03,Consolidation loan,709.0,9.26,921xx,CA,2,0.0,consolidation loan,Standard Decline,2013,1,700-800
30000.0,2013-01-05,debt_consolidation,688.0,19.46,641xx,MO,10,0.0,Debt Consolidation,Standard Decline,2013,1,600-700
6000.0,2013-01-05,credit card refinance,757.0,19.42,972xx,OR,6,0.0,credit card refinance,Standard Decline,2013,1,700-800
20000.0,2013-01-05,Credit Card Payoff,689.0,21.32,802xx,CO,8,0.0,credit card payoff,Standard Decline,2013,1,600-700
13000.0,2013-01-05,Debt consolidation,731.0,7.59,606xx,IL,2,0.0,Debt Consolidation,Standard Decline,2013,1,700-800
30000.0,2013-01-06,Credit card refinancing,732.0,7.96,275xx,NC,2,0.0,Credit Card,Standard Decline,2013,1,700-800
28000.0,2013-01-06,Consolidate Credit Cards,731.0,3.7,900xx,CA,3,0.0,consolidate credit cards,Standard Decline,2013,1,700-800
16000.0,2013-01-08,Debt consolidation,707.0,18.8,104xx,NY,10,0.0,Debt Consolidation,Standard Decline,2013,1,700-800
30500.0,2013-01-08,Home Improvement,746.0,1.15,317xx,GA,10,0.0,Home Improvement,Standard Decline,2013,1,700-800
15000.0,2013-01-09,Cc loan,731.0,21.56,606xx,IL,10,0.0,cc loan,Standard Decline,2013,1,700-800
1500.0,2013-01-09,In need of Debt Consolidation,803.0,8.03,950xx,CA,6,0.0,in need of debt consolidation,Standard Decline,2013,1,>800
15000.0,2013-01-09,Debet Free in 3 Years,691.0,15.84,908xx,CA,5,0.0,debet free in 3 years,Standard Decline,2013,1,600-700
25000.0,2013-01-10,Debt Consolidation,702.0,21.32,400xx,KY,10,0.0,Debt Consolidation,Standard Decline,2013,1,700-800
12000.0,2013-01-10,Debt consolidation,682.0,6.41,275xx,NC,3,0.0,Debt Consolidation,Standard Decline,2013,1,600-700
30000.0,2013-01-10,Home improvement,710.0,7.07,981xx,WA,7,0.0,Home Improvement,Standard Decline,2013,1,700-800
10000.0,2013-01-11,Home improvement,712.0,22.71,667xx,KS,10,0.0,Home Improvement,Standard Decline,2013,1,700-800
10000.0,2013-01-11,pay off credit cards,685.0,18.88,609xx,IL,10,0.0,pay off credit cards,Standard Decline,2013,1,600-700
25000.0,2013-01-11,Other,723.0,18.26,900xx,CA,5,0.0,Other,Standard Decline,2013,1,700-800
30000.0,2013-01-12,Home Improvement,771.0,11.79,300xx,GA,2,0.0,Home Improvement,Standard Decline,2013,1,700-800
35000.0,2013-01-12,Credit Cards,701.0,29.47,773xx,TX,10,0.0,credit cards,Standard Decline,2013,1,700-800
7000.0,2013-01-12,debt_consolidation,789.0,12.28,026xx,MA,9,0.0,Debt Consolidation,Standard Decline,2013,1,700-800
10000.0,2013-01-12,Debt,709.0,17.85,937xx,CA,4,0.0,debt,Standard Decline,2013,1,700-800
15000.0,2013-01-12,Paying off Debt,702.0,29.17,922xx,CA,3,0.0,paying off debt,Standard Decline,2013,1,700-800
35000.0,2013-01-13,RELEIF,705.0,13.74,917xx,CA,3,0.0,releif,Standard Decline,2013,1,700-800
15000.0,2013-01-14,CC consolidate,704.0,8.81,953xx,CA,5,0.0,cc consolidate,Standard Decline,2013,1,700-800
25000.0,2013-01-14,Consolidation Loan,713.0,11.27,335xx,FL,2,0.0,consolidation loan,Standard Decline,2013,1,700-800
22000.0,2013-01-14,"WyoTech, HSBC, Parts Consolidation",696.0,13.05,829xx,WY,6,0.0,"wyotech, hsbc, parts consolidation",Standard Decline,2013,1,600-700
8000.0,2013-01-14,Debt Consol 1,705.0,11.4,780xx,TX,9,0.0,debt consol 1,Standard Decline,2013,1,700-800
35000.0,2013-01-14,debt consolidation,680.0,2.73,339xx,FL,4,0.0,Debt Consolidation,Standard Decline,2013,1,600-700
30000.0,2013-01-14,Debt Consolidation,696.0,24.95,606xx,IL,2,0.0,Debt Consolidation,Standard Decline,2013,1,600-700
30000.0,2013-01-14,Debt consolidation,701.0,7.97,208xx,MD,2,0.0,Debt Consolidation,Standard Decline,2013,1,700-800
30000.0,2013-01-14,My Loan,719.0,2.64,532xx,WI,3,0.0,my loan,Standard Decline,2013,1,700-800
1000.0,2013-01-14,Bergen Community College,693.0,22.22,076xx,NJ,6,0.0,bergen community college,Standard Decline,2013,1,600-700
4500.0,2013-01-14,personal loan,816.0,0.29,088xx,NJ,10,0.0,personal loan,Standard Decline,2013,1,>800
12000.0,2013-01-15,Other,695.0,7.62,071xx,NJ,10,0.0,Other,Standard Decline,2013,1,600-700
35000.0,2013-01-15,Debt consolidation,711.0,16.4,324xx,FL,10,0.0,Debt Consolidation,Standard Decline,2013,1,700-800
14000.0,2013-01-15,Credit card freedom,710.0,19.81,494xx,MI,10,0.0,credit card freedom,Standard Decline,2013,1,700-800
35000.0,2013-01-15,home buying,715.0,4.78,481xx,MI,3,0.0,home buying,Standard Decline,2013,1,700-800
34000.0,2013-01-15,Loan 1/2013,715.0,13.7,112xx,NY,4,0.0,loan 1/2013,Standard Decline,2013,1,700-800
10000.0,2013-01-15,Home is Home.,713.0,10.7,759xx,TX,9,0.0,home is home.,Standard Decline,2013,1,700-800
30000.0,2013-01-15,dept consolidation,719.0,12.53,704xx,LA,10,0.0,dept consolidation,Standard Decline,2013,1,700-800
35000.0,2013-01-16,Debt consolidation,704.0,9.24,296xx,SC,10,0.0,Debt Consolidation,Standard Decline,2013,1,700-800
35000.0,2013-01-16,refinance debt,693.0,18.27,750xx,TX,3,0.0,refinance debt,Standard Decline,2013,1,600-700
20000.0,2013-01-16,Other,689.0,5.56,330xx,FL,2,0.0,Other,Standard Decline,2013,1,600-700
35000.0,2013-01-16,Major purchase,711.0,20.39,201xx,VA,4,0.0,major purchase,Standard Decline,2013,1,700-800
35000.0,2013-01-16,business & debt consolidation,709.0,23.99,845xx,UT,3,0.0,business & debt consolidation,Standard Decline,2013,1,700-800
2500.0,2013-01-16,other,734.0,8.33,841xx,UT,4,0.0,Other,Standard Decline,2013,1,700-800
10000.0,2013-01-16,Home Loan,720.0,17.53,330xx,FL,10,0.0,home loan,Standard Decline,2013,1,700-800
32000.0,2013-01-16,Consolidation,683.0,15.67,558xx,MN,9,0.0,consolidation,Standard Decline,2013,1,600-700
25000.0,2013-01-17,home improvement,685.0,11.57,850xx,AZ,8,0.0,Home Improvement,Standard Decline,2013,1,600-700
25000.0,2013-01-17,debt,714.0,10.72,103xx,NY,8,0.0,debt,Standard Decline,2013,1,700-800
15000.0,2013-01-17,Debt consolidation,715.0,18.78,120xx,NY,7,0.0,Debt Consolidation,Standard Decline,2013,1,700-800
15000.0,2013-01-17,Debt consolidation,687.0,13.96,939xx,CA,10,0.0,Debt Consolidation,Standard Decline,2013,1,600-700
35000.0,2013-01-18,Plan The Finances,685.0,15.12,750xx,TX,3,0.0,plan the finances,Standard Decline,2013,1,600-700
15000.0,2013-01-18,Business Startup,694.0,21.72,704xx,LA,2,0.0,business startup,Standard Decline,2013,1,600-700
5000.0,2013-01-18,credit card payoff,706.0,17.18,300xx,GA,5,0.0,credit card payoff,Standard Decline,2013,1,700-800
20425.0,2013-01-18,Debt Consolidation,698.0,15.1,303xx,GA,10,0.0,Debt Consolidation,Standard Decline,2013,1,600-700
10000.0,2013-01-18,other,758.0,0.36,275xx,NC,2,0.0,Other,Standard Decline,2013,1,700-800
30000.0,2013-01-19,consolidation,700.0,16.39,078xx,NJ,10,0.0,consolidation,Standard Decline,2013,1,600-700
20000.0,2013-01-19,Home Improvement,699.0,15.38,921xx,CA,10,0.0,Home Improvement,Standard Decline,2013,1,600-700
12175.0,2013-01-19,debt consolidation,705.0,11.65,463xx,IN,2,0.0,Debt Consolidation,Standard Decline,2013,1,700-800
10000.0,2013-01-20,Discover,736.0,13.47,606xx,IL,4,0.0,discover,Standard Decline,2013,1,700-800
15000.0,2013-01-20,Prosperity,712.0,15.16,104xx,NY,6,0.0,prosperity,Standard Decline,2013,1,700-800
30000.0,2013-01-20,Wedding Debt Consolidation,701.0,11.96,307xx,GA,10,0.0,wedding debt consolidation,Standard Decline,2013,1,700-800
10000.0,2013-01-20,Debt consolidation,708.0,18.17,103xx,NY,2,0.0,Debt Consolidation,Standard Decline,2013,1,700-800
12000.0,2013-01-20,Debt Consolidation Loan,687.0,25.25,752xx,TX,10,0.0,debt consolidation loan,Standard Decline,2013,1,600-700
18000.0,2013-01-21,Credit card refinancing,725.0,16.45,194xx,PA,7,0.0,Credit Card,Standard Decline,2013,1,700-800
20000.0,2013-01-21,CREDITCARDPAYOFFS,708.0,0.21,117xx,NY,10,0.0,creditcardpayoffs,Standard Decline,2013,1,700-800
35000.0,2013-01-21,Debt consolidation,687.0,23.31,334xx,FL,10,0.0,Debt Consolidation,Standard Decline,2013,1,600-700
4000.0,2013-01-22,Other,697.0,20.07,112xx,NY,5,0.0,Other,Standard Decline,2013,1,600-700
33000.0,2013-01-22,Debt Consolidation,743.0,21.01,718xx,AR,4,0.0,Debt Consolidation,Standard Decline,2013,1,700-800
20000.0,2013-01-22,My Debt Consolidation Loan,683.0,17.42,330xx,FL,2,0.0,my debt consolidation loan,Standard Decline,2013,1,600-700
35000.0,2013-01-22,Debt Consolidation,705.0,25.91,300xx,GA,10,0.0,Debt Consolidation,Standard Decline,2013,1,700-800
22000.0,2013-01-22,pay off credit debt,694.0,3.03,921xx,CA,10,0.0,pay off credit debt,Standard Decline,2013,1,600-700
18000.0,2013-01-22,my account,757.0,11.26,890xx,NV,10,0.0,my account,Standard Decline,2013,1,700-800
13000.0,2013-01-22,cc,688.0,28.74,705xx,LA,2,0.0,cc,Standard Decline,2013,1,600-700
19000.0,2013-01-22,dept consolidation,712.0,25.65,932xx,CA,8,0.0,dept consolidation,Standard Decline,2013,1,700-800
14000.0,2013-01-22,Bye Bye Credit Cards Loan,684.0,28.3,941xx,CA,3,0.0,bye bye credit cards loan,Standard Decline,2013,1,600-700
35000.0,2013-01-23,Credit card refinancing,683.0,24.74,706xx,LA,10,0.0,Credit Card,Standard Decline,2013,1,600-700
20000.0,2013-01-23,debt_consolidation,680.0,16.19,452xx,OH,10,0.0,Debt Consolidation,Standard Decline,2013,1,600-700
17000.0,2013-01-23,Relief ,724.0,16.56,080xx,NJ,8,0.0,relief,Standard Decline,2013,1,700-800
35000.0,2013-01-23,Our Business is expanding again!,744.0,12.74,622xx,IL,10,0.0,our business is expanding again!,Standard Decline,2013,1,700-800
10000.0,2013-01-23,PERSONAL,697.0,7.38,027xx,MA,6,0.0,personal,Standard Decline,2013,1,600-700
10000.0,2013-01-23,Renewel for my dream,683.0,17.36,915xx,CA,10,0.0,renewel for my dream,Standard Decline,2013,1,600-700
20000.0,2013-01-24,Bills,733.0,25.52,856xx,AZ,10,0.0,bills,Standard Decline,2013,1,700-800
22000.0,2013-01-24,Debt consolidation,711.0,4.96,112xx,NY,8,0.0,Debt Consolidation,Standard Decline,2013,1,700-800
25000.0,2013-01-24,debt_consolidation,736.0,11.14,080xx,NJ,8,0.0,Debt Consolidation,Standard Decline,2013,1,700-800
20000.0,2013-01-24,other,718.0,0.93,704xx,LA,5,0.0,Other,Standard Decline,2013,1,700-800
25000.0,2013-01-24,Credit card refinancing,718.0,29.48,814xx,CO,10,0.0,Credit Card,Standard Decline,2013,1,700-800
25000.0,2013-01-25,Project,681.0,9.35,925xx,CA,7,0.0,project,Standard Decline,2013,1,600-700
3000.0,2013-01-25,other,683.0,6.12,775xx,TX,2,0.0,Other,Standard Decline,2013,1,600-700
10000.0,2013-01-25,Business,684.0,7.86,109xx,NY,7,0.0,business,Standard Decline,2013,1,600-700
10000.0,2013-01-26,renewal,685.0,22.75,113xx,NY,10,0.0,renewal,Standard Decline,2013,1,600-700
30000.0,2013-01-26,other,741.0,0.96,065xx,CT,2,0.0,Other,Standard Decline,2013,1,700-800
15000.0,2013-01-27,Consolidate,709.0,8.97,105xx,NY,2,0.0,consolidate,Standard Decline,2013,1,700-800
15000.0,2013-01-27,Consolidation,717.0,13.72,900xx,CA,2,0.0,consolidation,Standard Decline,2013,1,700-800
35000.0,2013-01-28,Debt consolidation,695.0,12.53,986xx,WA,10,0.0,Debt Consolidation,Standard Decline,2013,1,600-700
35000.0,2013-01-28,Time to be my own boss,834.0,8.62,926xx,CA,10,0.0,time to be my own boss,Standard Decline,2013,1,>800
35000.0,2013-01-29,credit card,707.0,14.32,857xx,AZ,10,0.0,credit card,Standard Decline,2013,1,700-800
9050.0,2013-01-29,Credit Cards,691.0,20.87,315xx,GA,10,0.0,credit cards,Standard Decline,2013,1,600-700
20000.0,2013-01-30,Debt consolidation,699.0,17.09,752xx,TX,10,0.0,Debt Consolidation,Standard Decline,2013,1,600-700
10000.0,2013-01-30,Home improvement,691.0,14.85,089xx,NJ,10,0.0,Home Improvement,Standard Decline,2013,1,600-700
10000.0,2013-01-30,Pay Off,685.0,9.51,308xx,GA,5,0.0,pay off,Standard Decline,2013,1,600-700
5000.0,2013-01-31,Home Improvements,810.0,11.33,019xx,MA,10,0.0,home improvements,Standard Decline,2013,1,>800
14850.0,2013-01-31,other,756.0,26.76,902xx,CA,5,0.0,Other,Standard Decline,2013,1,700-800
10000.0,2013-01-31,Furnace and Roofing loan,704.0,26.27,080xx,NJ,3,0.0,furnace and roofing loan,Standard Decline,2013,1,700-800
30000.0,2013-01-31,consolidation,695.0,14.23,952xx,CA,2,0.0,consolidation,Standard Decline,2013,1,600-700
35000.0,2013-01-31,Consolidation,716.0,21.3,760xx,TX,4,0.0,consolidation,Standard Decline,2013,1,700-800
35000.0,2013-01-31,Fresh Start Loan,699.0,9.11,752xx,TX,10,0.0,fresh start loan,Standard Decline,2013,1,600-700
35000.0,2013-02-02,Credit card refinancing,685.0,15.32,112xx,NY,2,0.0,Credit Card,Standard Decline,2013,1,600-700
25000.0,2013-02-03,Debt Consolidation Loan,715.0,8.93,780xx,TX,8,0.0,debt consolidation loan,Standard Decline,2013,1,700-800
7000.0,2013-02-04,Credit Card Consolidation ,682.0,18.55,153xx,PA,5,0.0,credit card consolidation,Standard Decline,2013,1,600-700
3000.0,2013-02-04,home improvment,720.0,5.88,622xx,IL,3,0.0,home improvment,Standard Decline,2013,1,700-800
30000.0,2013-02-04,Payoff CC,708.0,16.54,113xx,NY,2,0.0,payoff cc,Standard Decline,2013,1,700-800
15000.0,2013-02-04,Debt consolidation project funding,681.0,17.98,981xx,WA,10,0.0,debt consolidation project funding,Standard Decline,2013,1,600-700
35000.0,2013-02-04,Freedom,696.0,13.38,920xx,CA,3,0.0,freedom,Standard Decline,2013,1,600-700
10000.0,2013-02-05,Personal,818.0,3.65,181xx,PA,3,0.0,personal,Standard Decline,2013,1,>800
32000.0,2013-02-05,Credit card refinancing,708.0,12.9,114xx,NY,9,0.0,Credit Card,Standard Decline,2013,1,700-800
6000.0,2013-02-05,Remodel,766.0,26.24,672xx,KS,6,0.0,remodel,Standard Decline,2013,1,700-800
25000.0,2013-02-05,Stress Reduction Loan,705.0,20.65,913xx,CA,4,0.0,stress reduction loan,Standard Decline,2013,1,700-800
